Sort algorithm time record(Millisecond):
Data size,mergeSort,mergeSortNotOpt,radixSort,sort(STL),quickSort,quickStNotOpt,heapSort,shellSort,insertionSort,bubbleSort,selectionSort
26800,0.917609,1.03924,1.53434,1.15421,1.32627,1.70417,2.27241,2.30621
26900,0.925644,1.04201,1.53766,1.17472,1.41742,1.59778,2.21756,2.36467
27000,0.936172,1.06057,1.55456,1.16641,1.536,1.6615,2.25025,2.32672
27100,0.930077,1.06002,1.55401,1.16419,1.32821,1.63158,2.31203,2.30594
27200,0.939774,1.065,1.57035,1.18164,1.39221,1.69115,2.25274,2.31896
27300,0.93728,1.06057,1.54126,1.18552,1.42157,1.64266,2.41066,2.36495
27400,0.945592,1.07221,1.58033,1.18996,1.36727,1.66788,2.27297,2.36689
27500,0.944206,1.06611,1.577,1.19106,1.35314,1.63768,2.40207,2.36412
27600,0.960553,1.11515,1.61939,1.21766,1.44097,1.70057,2.32173,2.36356
27700,0.949471,1.0711,1.59169,1.20602,3.61142,1.93607,2.32505,2.41704
27800,0.953626,1.10795,1.62521,1.21101,1.37198,1.63463,2.345,2.35193
27900,0.969419,1.09326,1.60305,1.21323,1.38805,1.68949,2.35165,2.38628
28000,0.959445,1.11515,1.664,1.22265,1.34899,1.71221,2.36827,2.38379
28100,0.964432,1.10351,1.63158,1.22237,1.44485,1.7715,2.34528,2.43338
28200,0.969142,1.09243,1.62881,1.25035,1.32987,1.72911,2.3691,2.40789
28300,0.968587,1.13205,1.64017,1.22791,1.4019,1.71442,2.38462,2.42701
28400,0.969419,1.09326,1.64571,1.24121,1.70639,1.71276,2.47023,2.4453
28500,0.976068,1.10989,1.65485,1.27446,1.3548,1.68699,2.41288,2.43283
28600,0.973574,1.12069,1.6604,1.27612,1.49416,1.7255,2.41205,2.46275
28700,0.975791,1.11764,1.63629,1.27972,1.43238,1.68284,2.4151,2.4561
28800,1.00267,1.12679,1.66483,1.24537,1.64821,2.07182,2.42812,2.51317
28900,0.99657,1.18164,1.66234,1.25035,1.46563,1.76208,2.44696,2.47549
29000,0.994077,1.14867,1.66649,1.3814,2.08041,1.79089,2.48685,2.53091
29100,0.998786,1.14147,1.66621,1.26919,1.52741,1.77731,2.44252,2.54448
29200,1.00433,1.15006,1.68644,1.28692,1.7884,1.81139,2.46136,2.5334
29300,1.01264,1.14867,1.72301,1.27917,1.4997,1.73797,2.46718,2.52869
29400,1.01042,1.16779,1.70472,1.2908,1.79505,2.97586,2.53312,2.57773
29500,1.01486,1.16253,1.73769,1.29856,1.47588,1.76235,2.45887,2.55833
29600,1.01818,1.16862,1.70362,1.29247,1.48557,1.82718,2.51317,2.64394
29700,1.03563,1.18303,1.74628,1.30189,1.48973,1.80114,2.50652,2.60322
29800,1.02622,1.17001,1.70805,1.29967,1.64239,1.83993,2.49267,2.67691
29900,1.0348,1.18663,1.72024,1.31158,1.58337,1.83328,2.51899,2.61901
30000,1.03425,1.33957,1.7521,1.31047,1.472,1.80724,2.56304,2.71542
30100,1.04034,1.19051,1.76789,1.34483,5.35854,1.82497,2.54476,2.67858
30200,1.0481,1.19688,1.7388,1.32045,1.77233,1.81111,2.54448,2.62981
30300,1.05752,1.19217,1.77177,1.33901,1.59667,1.87927,2.54254,2.67858
30400,1.04783,1.22182,1.75681,1.32848,1.45759,2.06462,2.60377,2.68412
30500,1.05863,1.22542,1.76457,1.33735,1.50247,1.97098,2.58742,2.71349
30600,1.05475,1.20658,1.76041,1.34067,1.44679,1.94078,2.66084,2.76862
30700,1.06251,1.23401,1.79532,1.34705,1.63851,1.87511,2.63923,2.72734
30800,1.06334,1.20464,1.76457,1.34178,1.47615,1.87982,2.63314,2.76917
30900,1.06888,1.22486,1.82718,1.35757,1.52686,2.01281,2.58992,2.69409
31000,1.06999,1.23124,1.77704,1.35979,1.6845,1.90143,2.64865,2.77832
31100,1.07553,1.24038,1.85572,1.37475,1.5493,2.91795,2.65226,2.79134
31200,1.07913,1.23844,1.79283,1.3717,1.48253,1.98704,2.66057,2.74008
31300,1.21766,1.24454,1.90892,1.40495,1.52048,1.93828,2.72429,2.74396
31400,1.08744,1.2498,1.80142,1.3778,1.55484,1.92582,2.78164,2.80076
31500,1.08966,1.26892,1.85461,1.41243,1.99397,2.63037,2.67996,2.78524
31600,1.09382,1.2534,1.81139,1.39165,1.50137,2.00505,2.85312,2.80242
31700,1.10241,1.25977,1.86763,1.40495,1.68976,1.91169,2.68883,2.76031
31800,1.10074,1.26531,1.82414,1.39553,1.66926,1.99508,2.81239,2.79965
31900,1.10434,1.26615,1.88398,1.40966,1.56315,2.0311,2.71127,2.76502
32000,1.10379,1.26587,1.83466,1.4116,1.95158,2.05797,2.8099,2.80325
32100,1.11183,1.26448,1.88121,1.41132,1.50497,1.9948,2.81101,2.8027
32200,1.10961,1.2908,1.82691,1.408,1.5335,2.06711,2.80852,2.83955
32300,1.11654,1.27834,1.89008,1.43099,2.75172,2.79993,2.72512,2.82625
32400,1.11903,1.27667,1.85655,1.43044,1.62133,2.08291,2.86393,2.86531
32500,1.1218,1.28332,1.90975,1.58144,1.6144,1.95269,2.80658,2.86725
32600,1.12374,1.28554,1.87595,1.45593,1.6205,1.9815,2.80325,3.06645
32700,1.12734,1.28886,1.91446,1.43543,1.58005,1.94604,2.80879,2.87085
32800,1.129,1.28609,1.92831,1.45787,1.70833,2.048,2.86254,2.91906
32900,1.13565,1.2969,1.94133,1.44845,1.60498,2.03414,2.80658,2.91795
33000,1.14147,1.30798,1.91141,1.46119,1.72717,2.17073,2.81433,2.92294
33100,1.14119,1.33541,1.90088,1.46563,1.73105,2.05603,2.81267,2.93374
33200,1.15726,1.31075,3.15955,1.47311,1.68921,2.1494,2.8135,2.95979
33300,1.15643,1.32599,1.92,1.47366,1.89035,2.08983,2.84398,3.03071
33400,1.15754,1.34732,1.96543,1.47671,1.80585,2.02528,2.834,2.94815
33500,1.15892,1.33292,1.92775,1.48003,1.78396,2.58715,2.93984,3.00661
33600,1.17195,1.34511,1.92859,1.49333,1.73354,1.99785,2.8811,2.97447
33700,1.1725,1.34234,1.95989,1.49111,1.79117,2.31757,2.92377,3.10164
33800,1.18137,1.4055,1.93995,1.51466,1.85461,2.08401,2.91795,3.01049
33900,1.17333,1.35092,1.96516,1.5166,1.70417,2.04523,2.93319,3.02379
34000,1.17527,1.35231,1.99563,1.51051,2.42396,2.07792,2.89025,3.00412
34100,1.18247,1.36478,2.00311,1.513,4.04363,2.17323,2.90105,3.02878
34200,1.20021,1.36699,1.99203,1.51633,1.8693,5.99078,3.02157,3.07975
34300,1.18552,1.36921,1.99868,1.51577,1.64821,2.11227,2.92266,3.04928
34400,1.1894,1.37724,1.96017,1.52824,2.00588,2.25801,3.36069,3.8436
34500,1.19633,1.37614,1.99231,1.52519,1.87401,2.08263,2.94843,3.08336
34600,1.19882,1.40301,2.05492,1.53156,1.75847,2.1965,2.96644,3.15539
34700,1.20408,1.38944,1.98067,1.53905,1.77787,2.27491,2.9789,3.09555
34800,1.23705,1.43764,2.00616,1.55151,1.71165,2.70822,2.98168,3.14874
34900,1.2135,1.3947,2.00422,1.54819,1.97541,2.27934,3.07116,3.20775
35000,1.22348,1.42324,2.03913,1.54459,1.82829,2.09731,2.99996,3.13489
35100,1.216,1.40273,2.01447,1.55678,1.71775,2.46026,3.10247,3.17451
35200,1.22015,1.4116,2.04246,1.55733,2.02833,2.50043,3.03515,3.19085
35300,1.22791,1.41105,2.03359,1.58919,2.41011,2.18708,3.0551,3.2313
35400,1.2739,1.79588,2.06296,1.56426,1.92969,2.15494,3.05371,3.23047
35500,1.24176,1.43099,2.08429,1.57756,1.79006,2.20897,3.05953,3.21606
35600,1.26781,1.4213,2.04107,1.58254,1.7352,2.20536,3.07754,3.37703
35700,1.24149,1.43293,2.09233,1.5939,2.33669,2.41981,3.0756,3.24405
35800,1.2534,1.44457,2.07709,1.59252,1.84575,2.34417,3.12547,3.28062
35900,1.24786,1.51411,2.09676,1.60166,1.75182,2.24415,3.09776,3.28173
36000,1.24841,1.4357,2.13582,1.61995,1.96017,2.28987,3.11605,3.30445
36100,1.28415,1.44568,2.08097,1.61247,1.86098,2.47743,3.10469,3.34794
36200,1.25783,1.47338,2.08152,1.61828,1.80862,4.22427,3.1191,3.34268
36300,1.2595,1.44845,2.08457,1.60997,1.8693,2.25607,3.19529,3.36263
36400,1.26393,1.4587,2.11144,1.62133,22.3994,2.2375,3.14902,3.35265
36500,1.26448,1.46119,2.10673,1.62964,1.84104,2.52869,3.21385,3.38064
36600,1.2703,1.47754,2.10535,1.63103,1.79754,2.38573,3.12547,3.37343
36700,1.27086,1.48253,2.0926,1.66483,3.50947,3.19889,3.59231,3.37565
36800,1.27279,1.45122,2.10867,1.64017,2.27546,2.27657,3.18448,3.47068
36900,1.28055,1.58947,3.41222,1.64156,1.95103,2.36246,3.25707,3.41555
37000,1.28582,1.46729,2.1156,1.65098,2.13998,2.53645,3.23435,3.45267
37100,1.29108,1.48142,2.1627,1.65735,2.65697,2.30843,3.20858,3.44907
37200,1.30576,1.48391,2.16298,1.66843,1.90531,2.33835,3.2,3.44297
37300,1.30521,1.4961,2.14829,1.66788,1.84963,2.39265,3.28561,3.50143
37400,1.31297,1.49195,2.17433,1.66843,1.86957,2.34389,3.20803,3.44574
37500,1.31934,1.50912,2.1796,1.68644,1.86431,2.34722,3.24987,3.49395
37600,1.32266,1.49416,2.15882,1.67813,2.92017,2.34749,3.28921,3.57291
37700,1.33236,1.5335,2.15993,1.68589,1.93025,2.36329,3.30195,3.53856
37800,1.33347,1.51965,2.19373,1.7244,1.84602,3.62666,3.84387,3.81173
37900,1.34206,1.52519,2.19317,1.72024,2.03165,2.35137,3.28561,3.6383
38000,1.34954,1.53018,2.18514,1.70001,2.05465,2.36384,3.32633,3.51612
38100,1.35674,1.52048,2.18846,1.69863,2.12059,2.74147,3.37565,3.56959
38200,1.35951,1.53683,2.20758,1.70777,1.90559,2.41233,3.2989,3.55934
38300,1.37503,1.54459,2.22282,1.71498,2.03913,2.37908,3.29669,3.55767
38400,1.36284,1.54098,2.22116,1.71664,2.7495,2.40928,3.40862,3.58593
38500,1.36616,1.55761,2.22005,1.73853,2.11643,2.33115,3.32578,3.56848
38600,1.36533,1.54736,2.26216,1.7352,2.13222,2.46386,3.35875,3.59896
38700,1.37253,1.55096,2.2231,1.74102,1.89589,2.49323,3.3629,3.69288
38800,1.37337,1.54209,2.24027,1.73465,2.21506,2.63923,3.32966,3.64135
38900,1.38057,1.55345,2.23418,1.728,2.66583,2.56194,3.42358,3.65132
39000,1.4177,1.57866,2.24637,1.75681,1.93302,2.8329,3.39033,3.6926
39100,1.40661,1.56066,2.29458,1.76679,2.09454,2.52952,3.39504,3.64633
39200,1.39581,1.57922,2.25136,1.77066,2.12834,2.52786,3.44491,3.7131
39300,1.39941,1.59972,2.25246,1.75875,2.24526,2.40928,3.42857,3.69897
39400,1.41409,1.58864,2.28349,1.77233,2.4126,2.473,3.42275,3.72225
39500,1.4152,1.59058,2.28266,1.769,2.02112,2.58576,3.46874,3.72308
39600,1.41437,1.59778,2.27546,1.78424,2.05049,2.41011,3.43078,3.7361
39700,1.43155,1.69032,3.97298,2.05686,2.18846,2.46247,3.47456,3.72917
39800,1.41963,1.6036,2.31369,1.792,1.99785,2.57025,3.48204,3.78264
39900,1.43681,1.61801,2.32727,1.80197,2.10507,2.49489,3.47844,3.75965
40000,1.44346,1.60969,2.31175,1.95047,1.99868,2.5273,3.50725,3.80204
40100,1.43293,1.61302,2.33281,1.80474,3.31331,2.5032,3.53052,3.87573
40200,1.44568,1.63075,2.31369,1.80973,2.00644,2.71515,3.48896,3.76186
40300,1.45482,1.63685,2.34999,1.81305,2.04412,2.5262,3.49617,3.79594
40400,1.44402,1.63629,2.32644,1.80696,2.10008,2.72152,3.59785,3.83168
40500,1.44457,1.62549,2.3353,1.80862,2.17156,2.45887,3.53939,3.84027
40600,1.46202,1.63241,2.39099,1.82746,2.03027,2.61208,3.52942,3.81894
40700,1.45344,1.64322,2.34362,1.82663,1.9973,3.008,3.61586,3.86105
40800,1.45704,1.64516,2.34916,1.83466,2.0649,2.51013,3.53745,3.83362
40900,1.45621,1.664,2.35414,1.85046,2.11671,2.70517,3.58178,3.83335
41000,1.45759,1.64516,2.35664,1.85046,2.04135,2.51345,3.69011,3.84997
41100,1.4853,1.72135,2.35969,1.84464,2.58826,2.54033,3.57319,3.86548
41200,1.47837,1.67813,2.36717,1.86486,2.06019,3.11688,3.58843,3.83778
41300,1.4792,1.67425,2.3824,1.85932,2.08734,2.55723,3.67404,3.89125
41400,1.49084,1.66815,2.37021,1.88232,2.1868,2.5769,3.61364,3.90178
41500,1.50663,1.68866,2.3921,1.87844,2.0757,2.59712,3.62943,3.89596
41600,1.49139,1.68173,2.39875,1.87872,2.10978,2.65558,3.65658,3.95026
41700,1.50247,1.68866,2.42175,1.88315,8.8331,2.66722,3.73083,4.61381
41800,1.50275,1.70639,2.41233,1.88786,2.41011,2.665,3.65298,3.93807
41900,1.50497,1.71331,2.43006,1.9369,2.2472,2.72013,3.68429,4.04225
42000,1.48751,1.73243,2.42895,1.90836,2.22698,3.36152,3.74912,3.97603
42100,1.50524,1.70916,2.45111,1.89589,2.39598,2.5708,3.6649,3.94805
42200,1.53655,1.71442,2.42867,1.90753,3.72141,2.61485,3.66961,3.99404
42300,1.49776,1.728,2.4331,1.91806,2.1361,5.08065,3.71864,4.00872
42400,1.52131,1.72301,2.44336,1.92111,2.20703,2.77305,3.76685,4.06635
42500,1.52713,1.72467,2.46247,1.91972,2.18486,2.60266,3.71449,3.99376
42600,1.52852,1.73382,2.49517,1.94327,2.32256,2.84703,3.75078,4.04169
42700,1.51134,1.73548,2.48547,1.92942,2.23113,2.61568,3.90815,5.02856
42800,1.54597,1.75515,2.46774,1.93828,2.27407,2.62566,3.73554,4.04862
42900,1.55705,1.77621,4.1974,2.29236,2.75366,3.07477,3.74857,4.03476
43000,1.54209,1.7582,2.4802,1.96543,2.42756,2.7459,3.78431,4.09018
43100,1.54653,1.7521,2.46912,1.94687,2.27906,3.05814,3.85135,4.1237
43200,1.55151,1.78756,2.49323,1.95324,2.27906,2.66888,3.80619,4.0838
43300,1.54071,1.79227,2.51761,1.95574,2.21506,2.68384,3.80038,4.10846
43400,1.52741,1.77233,2.49627,1.95906,2.72263,2.94344,3.8436,4.15584
43500,1.53988,1.77233,2.52398,1.9948,2.12502,2.76169,3.80786,4.14448
43600,1.5662,1.79338,2.5129,1.96627,2.44696,2.71321,3.90455,4.12204
43700,1.55678,1.78064,2.4996,1.97873,2.40651,2.99193,4.52321,4.8011
43800,1.57617,1.78618,2.53063,1.98732,2.49932,2.76696,3.91341,4.40768
43900,1.56758,1.79117,2.54531,1.98483,2.21285,2.68523,3.88155,4.18188
44000,1.57008,1.8028,2.53063,2.00284,2.24388,2.97918,3.89541,4.18631
44100,1.57202,1.79172,2.54393,1.99674,2.45776,2.81295,3.91868,4.23729
44200,1.56232,1.80557,2.56443,2.01032,2.36994,2.74258,3.89125,4.24477
44300,1.58892,1.79948,2.55556,2.0009,2.25745,2.85007,3.87296,4.24311
44400,1.59335,1.81555,2.57994,2.0153,2.3619,2.76197,3.95165,4.23646
44500,1.58116,1.82774,2.56526,2.01143,2.31785,2.75089,4.09322,4.29492
44600,1.58642,1.81056,2.56554,2.03802,2.58798,3.05149,3.9353,4.26334
44700,1.58753,2.21645,4.27553,2.28266,2.22614,3.12159,3.94001,4.27941
44800,1.5867,1.8222,2.61596,2.03691,3.03653,3.84387,4.09516,4.28301
44900,1.58836,1.8161,2.60377,2.0383,2.41039,2.8063,4.05056,4.28578
45000,1.57312,1.81666,2.59075,2.06157,2.24249,2.86974,3.95497,4.41267
45100,1.58531,1.82137,2.59657,2.05686,2.84038,2.93014,4.00318,4.33648
45200,1.61579,2.048,2.63896,2.06767,2.27463,2.74507,4.04114,4.33177
45300,1.62078,1.83522,2.60931,2.07072,2.49239,2.96644,4.02756,4.36031
45400,1.6241,1.84187,2.61818,2.05991,2.43033,2.88166,4.02728,4.49828
45500,1.63574,1.86902,2.6179,2.07653,2.28765,3.74303,4.03338,4.40048
45600,1.61108,1.87234,2.75865,2.51678,2.88831,2.95342,4.06247,4.43206
45700,1.63352,1.92443,2.66916,2.09704,2.5575,2.898,4.07882,4.44841
45800,1.62105,1.86874,2.61818,2.08124,2.55113,2.99996,4.10957,4.50299
45900,1.64627,1.89118,2.64671,2.10258,2.33115,2.93901,4.03947,4.434
46000,1.65652,1.93136,2.65613,2.10452,2.3076,3.10469,4.08907,4.44841
46100,1.63768,1.88204,2.66971,2.13666,2.45887,3.12297,4.19241,4.44176
46200,1.65735,1.89174,2.66029,2.11172,2.38074,2.94455,4.20515,4.55009
46300,1.64876,1.92249,2.69991,2.10285,2.44169,2.82071,4.10237,4.46171
46400,1.65984,2.14691,4.59082,2.49184,2.27962,3.3557,4.13838,4.67892
46500,1.67259,1.90143,2.71238,2.37243,3.42219,4.2891,4.11483,4.50382
46600,1.66843,1.92304,2.65752,2.13776,2.6312,3.66822,4.90998,4.58611
46700,1.69253,1.90005,2.69825,2.15328,2.3619,2.89274,4.29049,4.57696
46800,1.72717,1.92304,2.69936,2.16298,2.38157,3.63026,4.13783,4.61409
46900,1.65652,1.89977,3.08696,2.18431,2.55778,2.90133,4.14586,4.55064
47000,1.6579,1.9236,2.71903,2.16298,2.49073,3.04235,4.26943,4.53208
47100,1.68145,1.92277,2.70905,2.15993,2.40374,3.04955,4.22178,4.54676
47200,1.67868,1.92221,2.72263,2.15411,4.72353,2.90271,4.3096,4.55009
47300,1.73631,1.94382,2.71265,2.17073,2.44557,3.1806,4.30157,4.59192
47400,1.74518,1.93191,2.74091,2.21257,2.61125,3.04041,4.1877,4.54843
47500,1.68893,1.93524,2.74258,2.21174,2.37659,7.16744,4.60134,4.67504
47600,1.70306,1.94327,2.74479,2.17655,2.72789,3.02573,4.25502,4.57835
47700,1.69309,1.96737,2.74784,2.18791,2.35858,3.06452,4.36474,4.67033
47800,1.73105,1.96294,2.75698,2.17794,2.46912,3.13738,4.24394,4.63875
47900,1.70639,2.38213,2.7664,2.22725,2.46524,3.07033,4.25087,4.66618
48000,1.70168,1.95214,2.78303,2.20841,2.62871,3.07587,4.26167,4.63237
48100,1.72273,1.96627,2.7725,2.20453,2.50874,3.0562,4.34396,4.65731
48200,1.72329,1.98427,2.78247,2.24969,2.43283,3.01631,4.37111,4.83463
48300,1.72163,1.97292,2.79549,2.21645,2.53174,3.16758,4.35476,4.66673
48400,1.73188,2.23473,4.75151,2.47937,2.68079,3.07948,4.26638,4.69166
48500,1.73105,1.99563,2.80464,2.25357,2.59712,3.14486,4.33897,4.6936
48600,1.728,1.97818,2.79937,2.22919,3.06313,3.05454,4.329,4.7274
48700,1.73298,1.98067,2.81073,2.23889,2.94039,3.19695,4.48387,4.72602
48800,1.74213,1.98843,2.8196,2.24831,2.74396,3.1371,4.35781,4.88145
48900,1.73576,1.98649,2.82902,2.25025,2.4525,3.37038,4.32484,4.75373
49000,1.76595,2.01614,2.86864,2.25302,2.68079,3.06756,4.42708,4.74985
49100,1.74739,2.01558,2.85672,2.27768,2.59269,3.15677,4.4063,4.74597
49200,1.7485,1.99563,2.84481,2.29596,2.65613,3.38091,5.27598,5.18427
49300,1.7449,2.03165,2.86033,2.29707,2.53506,4.21541,4.52515,4.81911
49400,1.75404,2.00782,2.85478,2.30483,2.83539,3.1734,4.41821,4.94517
49500,1.75903,2.02999,2.87418,2.29569,2.68606,3.45018,4.39411,4.81163
49600,1.77205,2.04966,2.88609,2.31452,4.95016,3.00772,4.41655,4.83656
49700,1.7654,2.04079,2.87473,2.2871,2.55279,3.1867,4.49717,4.83795
49800,1.77371,2.03248,2.86864,2.33226,2.66999,3.17866,4.51712,4.83656
49900,1.78784,2.05188,2.90604,2.32034,2.52315,3.26593,4.63099,4.89198
50000,1.80114,2.04246,2.87529,2.32755,2.70323,3.18448,4.49052,4.95514
50100,1.77731,2.06545,2.87889,2.33752,2.54476,3.15594,4.49717,4.85069
50200,1.79172,2.08069,2.9246,2.33392,2.56997,3.561,4.48193,4.85651
50300,1.79643,2.05853,2.9246,2.34943,2.82098,3.12574,4.54178,4.88283
50400,1.79338,2.089,2.90798,2.35414,2.75698,3.17922,4.51657,4.87868
50500,1.81887,2.0782,2.92266,2.34057,2.56554,3.34462,4.80138,4.969
50600,1.81195,2.08678,2.90216,2.36661,4.06386,9.92082,4.76287,4.92495
50700,1.82081,2.07709,2.93956,2.35941,8.76605,3.24793,4.56366,4.91331
50800,1.8197,2.07986,2.92072,2.37797,2.67608,3.1939,4.63708,4.88782
50900,1.81056,2.08069,2.93402,2.3824,2.79854,3.264,4.59109,5.03106
51000,1.8294,2.09094,2.92377,2.36606,2.58742,3.26039,4.53679,4.92079
51100,1.84325,2.10452,2.92848,2.37492,2.88831,3.36429,4.56394,4.93658
51200,1.82441,2.09371,2.9753,2.41177,2.65087,3.34462,4.66147,4.93243
51300,1.84159,2.09676,2.94649,2.38268,3.0695,3.49894,4.71909,5.11113
51400,1.83965,2.11588,2.96782,2.40983,2.69963,4.30656,4.6321,5.02607
51500,1.83771,2.13028,2.97004,2.40014,2.60294,3.26261,4.74514,5.00806
51600,1.84658,2.12502,2.96893,2.41316,2.73316,3.21163,4.62877,5.19286
51700,1.86237,2.13028,2.98749,2.41427,2.69188,3.30057,4.68945,5.06181
51800,1.85821,2.15134,3.05897,2.45749,2.78413,3.18808,4.6997,5.11888
51900,1.87373,2.13915,3.02905,2.4162,3.01326,3.36041,4.66701,5.0003
52000,1.84879,2.13305,2.97946,2.41731,2.66749,4.09239,4.75871,5.06708
52100,1.87428,2.13195,2.99691,2.44031,3.04928,3.37537,4.7914,5.07622
52200,1.88287,2.14275,3.01714,2.44169,2.61956,3.33548,4.83269,5.14299
52300,1.87151,2.16658,3.01492,2.44557,2.62538,3.31553,4.70579,5.16737
52400,1.87567,2.15439,3.02157,2.46026,2.93264,3.23574,4.713,5.10254
52500,1.9538,2.23169,3.02628,2.51428,2.88443,3.29032,4.90915,5.13856
52600,1.88093,2.18431,3.03819,2.45111,2.78275,3.33631,4.68169,5.07456
52700,1.91113,2.17323,3.04374,2.47993,2.95674,3.43161,4.85402,5.16183
52800,1.8801,2.14995,3.04872,2.48464,2.85811,3.2953,4.83906,5.09478
52900,1.89506,2.15854,3.04734,2.48353,4.20017,3.33631,4.81274,5.15961
53000,1.89728,2.17683,3.06119,2.48104,2.66528,3.42746,4.99809,5.19812
53100,1.89617,2.16658,3.06174,2.47937,2.95314,3.47317,4.79889,5.20865
53200,1.90116,2.27241,3.07366,2.49461,3.18476,3.3183,4.7734,5.28872
53300,1.92138,2.16935,3.10053,2.48685,2.72484,3.35515,4.81662,5.23026
53400,1.92886,2.23667,3.08751,2.51345,2.90438,3.58427,4.81412,5.21475
53500,1.92055,2.2073,3.11106,2.45859,3.85052,5.11999,4.8615,5.25437
53600,1.9308,2.20952,3.12408,2.49212,2.82237,4.08685,4.86704,5.25104
53700,1.92997,2.22365,3.09527,2.5104,3.45627,3.33464,4.84682,5.27459
53800,1.92997,2.21617,3.13461,2.5129,2.76114,3.51196,4.87203,5.25492
53900,1.95574,2.21174,3.10552,2.56443,2.70019,3.48786,4.96955,5.30424
54000,1.94743,2.22836,3.10607,2.53645,2.86836,3.49367,4.94379,5.32557
54100,1.94964,2.2979,3.1371,2.51982,3.13877,3.45572,4.93381,5.36048
54200,1.94105,2.23224,3.11965,2.52758,3.00079,3.64162,5.11224,5.3505
54300,1.94327,2.25884,3.11411,2.53562,3.05039,16.5571,4.94766,5.38791
54400,1.95075,2.23362,3.14514,2.55917,2.84647,3.95996,4.87895,5.37128
54500,1.95352,2.25053,3.16703,2.54614,2.86891,22.8471,4.96844,5.5256
54600,1.96599,2.24886,3.14763,2.5611,3.16315,3.55767,4.9654,5.41589
54700,1.98455,2.2569,3.1637,2.57884,2.83373,4.44979,4.92356,5.46687
54800,1.96904,2.27934,3.18531,2.53534,2.79466,3.59203,5.00003,5.45246
54900,1.97762,2.25884,3.19252,2.53922,2.97863,4.75345,4.99587,5.42808
55000,1.98206,2.27297,3.2036,2.5406,3.1529,3.78957,4.98119,5.481
55100,1.98095,2.31785,3.20554,2.58161,2.89717,3.44824,5.02108,5.46881
55200,1.98788,2.27158,3.20748,2.5733,3.12103,3.49174,5.0305,5.46853
55300,1.99619,2.28904,3.22271,2.55584,3.09859,3.44685,4.99892,5.49901
55400,2.00422,2.28405,3.22493,2.56526,4.04696,3.45572,5.04491,5.51341
55500,1.98815,2.29264,3.22188,2.59851,2.97558,4.11594,5.06708,5.55303
55600,2.01032,2.31951,3.24405,2.61014,3.4402,3.54853,5.10448,5.59099
55700,2.0009,2.31702,3.2313,2.59574,8.81093,3.65381,5.06541,5.76526
55800,1.99563,2.30178,3.26344,2.60959,2.80713,3.83196,5.04796,5.60733
55900,2.03248,2.31646,3.23961,2.61208,3.2,3.58483,5.06708,5.60761
56000,2.01946,2.31508,3.25125,2.62261,2.88775,3.70812,5.11251,5.5727
56100,2.00256,2.29873,3.24045,2.6215,3.08474,3.5912,5.14714,5.5932
56200,2.05603,2.32838,3.25347,2.60017,2.90881,3.87657,5.21281,5.61066
56300,2.01641,2.34029,3.25596,2.63923,2.921,3.7289,5.14576,5.66635
56400,2.01891,2.31563,3.25319,2.64616,2.85589,5.25021,5.08952,5.801
56500,2.03165,2.33143,3.26593,2.64062,5.52533,3.56128,5.11085,5.74891
56600,2.02666,2.36273,3.26039,2.6542,2.94261,3.51778,5.17901,5.70984
56700,2.04384,2.34112,3.28284,2.64228,2.91657,3.75383,5.12082,5.71788
56800,2.03165,2.34556,3.28644,2.64394,3.05842,3.8544,5.14714,5.69488
56900,2.09925,2.36024,3.32855,2.6614,3.12436,3.60034,5.35327,5.79878
57000,2.05853,2.3583,3.29586,2.69381,2.95702,4.02451,5.17291,5.79684
57100,2.0444,2.36162,3.32606,2.68107,2.85035,4.38663,5.19979,5.80238
57200,2.05825,2.37132,3.32855,2.65309,4.04779,3.70036,5.21807,5.81263
57300,2.04938,2.34916,3.33381,2.68744,3.04374,3.63747,5.25159,5.78797
57400,2.0624,2.3583,3.32439,2.68162,2.97669,4.27691,5.21696,5.79933
57500,2.08762,2.36384,3.38202,2.67525,3.00578,4.11068,5.25326,6.12238
57600,2.06573,2.37659,3.33963,2.69991,2.91491,4.29741,5.24439,5.91154
57700,2.07016,2.38074,3.37787,2.72124,3.2809,3.76436,5.19203,5.83535
57800,2.09704,2.40235,3.3629,2.69797,3.40917,3.67819,5.25381,5.81873
57900,2.09593,2.41648,3.35626,2.70379,3.10635,3.63996,5.28733,5.87331
58000,2.09039,2.4054,3.37731,2.69936,2.99747,3.83057,5.27985,5.83258
58100,2.10867,2.43809,3.39643,2.70573,3.10968,4.67615,5.30811,5.89713
58200,2.10923,2.44807,3.38036,2.76003,3.4089,3.83418,5.3095,5.81623
58300,2.112,2.42507,3.40613,2.72124,3.04512,11.3576,5.33111,5.89713
58400,2.11588,2.43033,3.36595,2.75892,3.24017,3.76186,5.42697,5.84976
58500,2.12557,2.45804,3.3895,2.76142,3.00052,3.89568,5.34441,5.88522
58600,2.12253,2.44252,3.43577,2.73288,3.0526,3.75134,5.34635,6.00297
58700,2.14137,2.44031,3.40142,2.75477,3.31553,6.47341,5.38874,5.92207
58800,2.1253,2.45333,3.42663,2.7556,3.30611,3.89236,5.41949,5.85087
58900,2.12668,2.4791,3.497,2.7689,3.17063,3.81922,5.40204,5.9797
59000,2.12751,2.44031,3.4125,2.7833,3.0792,3.73,5.40619,6.02957
59100,2.14607,2.51428,3.46708,2.75172,3.50282,3.83445,5.37239,6.61499
